,protid,P,S,C
692,x0692_ ,2581,5580,2279
693,x0693_ ,2601,5395,2157
694,x0694_ ,2651,5448,2341
695,x0695_ ,2562,5626,2252
696,x0696_ ,2561,5716,2308
697,x0697_ ,2464,5263,2143
698,x0698_ ,2413,5584,2156
699,x0699_ ,2318,5654,2181
700,x0700_ ,2695,5261,2340
701,x0701_ ,2429,6069,2233
702,x0702_ ,2454,5519,2323
703,x0703_ ,2632,5859,2387
704,x0704_ ,2176,4956,1913
705,x0705_ ,2522,5410,2221
706,x0706_ ,2272,5159,2022
707,x0707_ ,2428,5179,2123
708,x0708_ ,2404,5329,2137
709,x0709_ ,2149,4982,1914
710,x0710_ ,2217,5187,2049
711,x0711_ ,2094,4956,1861
712,x0712_ ,2001,4950,1695
713,x0713_ ,2002,4838,1806
714,x0714_ ,1817,4204,1605
715,x0715_ ,1964,4492,1800
716,x0716_ ,1812,4326,1488
717,x0717_ ,1854,4376,1645
718,x0718_ ,2088,4832,1858
719,x0719_ ,2068,5090,1887
720,x0720_ ,2027,4863,1888
721,x0721_ ,2381,5157,2053
722,x0722_ ,2056,5008,1847
723,x0723_ ,1926,4591,1739
724,x0724_ ,2036,4778,1832
725,x0725_ ,1955,4411,1762
726,x0726_ ,2042,4685,1788
727,x0727_ ,2132,5248,1800
728,x0728_ ,1899,4707,1650
729,x0729_ ,1980,4616,1660
730,x0730_ ,1738,4190,1453
731,x0731_ ,2071,5020,1820
732,x0732_ ,1982,4462,1812
733,x0733_ ,2054,4797,1795
734,x0734_ ,2224,4943,1878
735,x0735_ ,1990,4808,1587
736,x0736_ ,2168,4676,1934
737,x0737_ ,2080,4799,1899
738,x0738_ ,1949,4980,1717
739,x0739_ ,2093,5003,1815
740,x0740_ ,2109,4997,1805
741,x0741_ ,2030,4904,1712
742,x0742_ ,2218,5106,1721
743,x0743_ ,1801,4678,1522
744,x0744_ ,2027,5037,1714
745,x0745_ ,2004,4854,1657
746,x0746_ ,1887,4425,1689
747,x0747_ ,1698,4284,1521
748,x0748_ ,1835,4696,1597
749,x0749_ ,1951,4895,1669
750,x0750_ ,2006,4940,1700
751,x0751_ ,2031,5206,1674
752,x0752_ ,1955,4910,1650
753,x0753_ ,2035,4988,1755
754,x0754_ ,2493,5306,2212
755,x0755_ ,2312,4735,1998
756,x0756_ ,2434,5721,2285
757,x0757_ ,2666,5854,2358
758,x0758_ ,2783,5696,2399
759,x0759_ ,2693,5994,2339
760,x0760_ ,2690,5877,2459
761,x0761_ ,2603,5564,2129
762,x0762_ ,2406,5584,2163
763,x0763_ ,2404,4989,2060
764,x0764_ ,2226,5318,2186
765,x0765_ ,2164,4667,1947
766,x0766_ ,2474,5784,2182
767,x0767_ ,2435,5291,2144
768,x0768_ ,2334,5840,2266
769,x0769_ ,2287,5388,2055
770,x0770_ ,2478,5536,2282
771,x0771_ ,2251,5199,2003
772,x0772_ ,2198,5918,2180
773,x0773_ ,2167,5013,2000
774,x0774_ ,2327,5696,2130
775,x0775_ ,2268,5124,2061
776,x0776_ ,2340,5570,1960
777,x0777_ ,2321,5369,2040
778,x0778_ ,2423,4984,2184
779,x0779_ ,2095,4990,1960
780,x0780_ ,2467,5796,2033
781,x0781_ ,2549,5608,2283
782,x0782_ ,2549,6112,2365
783,x0783_ ,2199,5248,1869
784,x0784_ ,1830,4405,1640
785,x0785_ ,2308,4893,1979
786,x0786_ ,1937,4260,1678
787,x0787_ ,2109,5022,1914
788,x0788_ ,1891,4305,1679
